Timestamp, Measurement (uW)
1759348320, 26.503uW
1759348321, 26.516uW
1759348322, 26.521uW
1759348323, 26.526uW
1759348325, 26.533uW
1759348326, 26.524uW
1759348327, 26.529uW
1759348328, 26.533uW
1759348329, 26.544uW
1759348331, 26.540uW
1759348332, 26.540uW
1759348333, 26.540uW
1759348334, 26.540uW
1759348335, 26.529uW
1759348337, 26.522uW
1759348338, 26.524uW
1759348339, 26.515uW
1759348340, 26.522uW
1759348342, 26.517uW
1759348343, 26.514uW
1759348344, 26.516uW
1759348345, 26.510uW
1759348346, 26.520uW
1759348348, 26.515uW
1759348349, 26.513uW
1759348350, 26.513uW
1759348351, 26.512uW
1759348352, 26.516uW
1759348354, 26.517uW
1759348355, 26.523uW
1759348356, 26.532uW
1759348357, 26.520uW
1759348358, 26.531uW
1759348360, 26.545uW
1759348361, 26.560uW
1759348362, 26.561uW
1759348363, 26.560uW
1759348364, 26.574uW
1759348366, 26.572uW
1759348367, 26.573uW
1759348368, 26.578uW
1759348369, 26.589uW
1759348370, 26.589uW
1759348372, 26.581uW
1759348373, 26.572uW
1759348374, 26.575uW
1759348375, 26.580uW
1759348377, 26.590uW
1759348378, 26.598uW
1759348379, 26.602uW
1759348380, 26.593uW
1759348381, 26.600uW
1759348383, 26.596uW
1759348384, 26.591uW
1759348385, 26.580uW
1759348386, 26.579uW
1759348387, 26.579uW
1759348389, 26.577uW
1759348390, 26.573uW
1759348391, 26.567uW
1759348392, 26.562uW
1759348393, 26.555uW
1759348395, 26.534uW
1759348396, 26.533uW
1759348397, 26.528uW
1759348398, 26.517uW
1759348399, 26.513uW
1759348401, 26.505uW
1759348402, 26.509uW
1759348403, 26.506uW
1759348404, 26.515uW
1759348405, 26.513uW
1759348407, 26.504uW
1759348408, 26.499uW
1759348409, 26.499uW
1759348410, 26.509uW
1759348411, 26.530uW
1759348413, 26.536uW
1759348414, 26.543uW
1759348415, 26.552uW
1759348416, 26.559uW
1759348418, 26.576uW
1759348419, 26.584uW
1759348420, 26.580uW
1759348421, 26.581uW
1759348422, 26.571uW
1759348424, 26.569uW
1759348425, 26.559uW
1759348426, 26.555uW
1759348427, 26.559uW
1759348428, 26.563uW
1759348430, 26.558uW
1759348431, 26.544uW
1759348432, 26.548uW
1759348433, 26.549uW
1759348434, 26.558uW
1759348436, 26.565uW
1759348437, 26.563uW
1759348438, 26.571uW
1759348439, 26.579uW
1759348440, 26.578uW
1759348442, 26.582uW
1759348443, 26.584uW
1759348444, 26.580uW
1759348445, 26.587uW
1759348446, 26.589uW
1759348448, 26.590uW
1759348449, 26.593uW
1759348450, 26.599uW
1759348451, 26.605uW
1759348453, 26.613uW
1759348454, 26.619uW
1759348455, 26.630uW
1759348456, 26.625uW
1759348457, 26.635uW
1759348459, 26.648uW
1759348460, 26.662uW
1759348461, 26.666uW
1759348462, 26.660uW
1759348463, 26.644uW
1759348465, 26.646uW
1759348466, 26.636uW
1759348467, 26.642uW
1759348468, 26.628uW
1759348469, 26.618uW
1759348471, 26.620uW
1759348472, 26.625uW
1759348473, 26.624uW
1759348474, 26.616uW
1759348475, 26.618uW
1759348477, 26.621uW
1759348478, 26.628uW
1759348479, 26.635uW
1759348480, 26.636uW
1759348481, 26.625uW
1759348483, 26.625uW
1759348484, 26.617uW
1759348485, 26.627uW
1759348486, 26.632uW
1759348487, 26.621uW
1759348489, 26.615uW
1759348490, 26.602uW
1759348491, 26.590uW
1759348492, 26.583uW
1759348494, 26.577uW
1759348495, 26.579uW
1759348496, 26.590uW
1759348497, 26.594uW
1759348498, 26.580uW
1759348500, 26.571uW
1759348501, 26.575uW
1759348502, 26.568uW
1759348503, 26.569uW
1759348504, 26.574uW
1759348506, 26.581uW
1759348507, 26.573uW
1759348508, 26.576uW
1759348509, 26.569uW
1759348510, 26.559uW
1759348512, 26.561uW
1759348513, 26.566uW
1759348514, 26.567uW
1759348515, 26.570uW
1759348516, 26.566uW
1759348518, 26.553uW
1759348519, 26.558uW
1759348520, 26.559uW
1759348521, 26.555uW
1759348522, 26.554uW
1759348524, 26.549uW
1759348525, 26.547uW
1759348526, 26.535uW
1759348527, 26.528uW
1759348529, 26.526uW
1759348530, 26.511uW
1759348531, 26.505uW
1759348532, 26.498uW
1759348533, 26.491uW
1759348535, 26.488uW
1759348536, 26.487uW
1759348537, 26.483uW
1759348538, 26.486uW
1759348539, 26.486uW
1759348541, 26.487uW
1759348542, 26.492uW
1759348543, 26.498uW
1759348544, 26.510uW
1759348545, 26.513uW
1759348547, 26.526uW
1759348548, 26.535uW
1759348549, 26.549uW
1759348550, 26.543uW
1759348551, 26.550uW
1759348553, 26.538uW
1759348554, 26.555uW
1759348555, 26.562uW
1759348556, 26.570uW
1759348557, 26.575uW
1759348559, 26.579uW
1759348560, 26.593uW
1759348561, 26.586uW
1759348562, 26.577uW
1759348563, 26.575uW
1759348565, 26.565uW
1759348566, 26.548uW
1759348567, 26.540uW
1759348568, 26.528uW
1759348570, 26.525uW
1759348571, 26.523uW
1759348572, 26.524uW
1759348573, 26.523uW
1759348574, 26.523uW
1759348576, 26.528uW
1759348577, 26.528uW
1759348578, 26.538uW
1759348579, 26.541uW
1759348580, 26.557uW
1759348582, 26.572uW
1759348583, 26.568uW
1759348584, 26.568uW
1759348585, 26.583uW
1759348586, 26.579uW
1759348588, 26.576uW
1759348589, 26.566uW
1759348590, 26.561uW
1759348591, 26.563uW
1759348592, 26.560uW
1759348594, 26.568uW
1759348595, 26.554uW
1759348596, 26.559uW
1759348597, 26.555uW
1759348598, 26.558uW
1759348600, 26.550uW
1759348601, 26.538uW
1759348602, 26.530uW
1759348603, 26.515uW
1759348605, 26.511uW
1759348606, 26.508uW
1759348607, 26.502uW
1759348608, 26.487uW
1759348609, 26.482uW
1759348611, 26.483uW
1759348612, 26.482uW
1759348613, 26.475uW
1759348614, 26.470uW
1759348615, 26.467uW
1759348617, 26.463uW
1759348618, 26.462uW
1759348619, 26.449uW
1759348620, 26.443uW
1759348621, 26.441uW
1759348623, 26.444uW
1759348624, 26.443uW
1759348625, 26.457uW
1759348626, 26.459uW
1759348627, 26.463uW
1759348629, 26.464uW
1759348630, 26.467uW
1759348631, 26.483uW
1759348632, 26.494uW
